,ident,pondmen,agepr,cataeu,cs42pr,ppa,ocde10,nactifs,nactoccup,npers,nivviem,prest_precarite_hand,prest_precarite_rsa,prest_precarite_vieil,retraites,rev_etranger,rev_valeurs_mobilieres_bruts,revdecm,rev_disponible,salaires,,stalog,tau,mhab_d,tuu,typmen,donation_class_1
35515,17036287,476.7043217,54,111,42.0,0,2.0,2,1,3,18059.0,0,0,0,5310,0,0,36160,36120,29740,1,,8,0,7,2,2
35516,17036288,788.17409507,72,111,77.0,0,1.0,0,0,1,11985.0,0,0,380,9510,0,0,9570,11990,0,2,,10,0,8,1,0
35517,17036289,549.87801453,48,400,62.0,0,1.0,1,1,1,21450.0,0,0,0,0,0,0,22570,21450,21790,2,,0,370,1,1,1
35518,17036290,421.51748026,75,300,72.0,0,1.5,0,0,2,16262.0,0,0,0,20210,0,0,24030,24390,0,1,,0,580,1,3,0
35519,17036291,425.15441979,35,120,38.0,0,2.1,2,2,4,31472.380952,0,0,0,0,0,0,67110,66090,64770,1,,0,200,2,4,2
35520,17036292,780.22005573,43,112,43.0,0,1.6,1,1,3,16920.0,0,0,0,0,0,0,22920,27070,20590,2,,7,160,1,2,1
35521,17036293,417.7566761,83,400,86.0,0,1.5,0,0,2,13584.666667,0,0,0,20530,0,0,20660,20380,0,2,,0,280,0,2,0
35522,17036294,482.65905231,37,111,62.0,0,1.5,2,2,2,27147.333333,0,0,0,0,0,0,44280,40720,42730,1,,9,720,7,3,2
35523,17036295,327.97138016,36,111,56.0,300,2.4,2,1,5,13993.333333,0,0,0,0,0,0,26460,33580,24110,1,,6,270,5,4,2
35524,17036296,289.47121468,46,111,38.0,0,2.3,2,2,4,27547.434783,0,0,0,0,0,10,70810,63360,68170,1,,8,1260,6,4,2
35525,17036297,554.88328389,65,111,64.0,0,1.0,1,1,1,20947.0,0,0,0,0,0,0,22110,20950,21340,1,,10,90,8,1,1
35526,17036298,227.4306288,46,212,65.0,1220,1.8,2,2,3,18926.666667,0,440,0,0,0,0,33110,34070,31960,1,,4,80,0,4,2
35527,17036299,370.47803341,61,211,42.0,0,1.5,1,1,2,18647.530667,0,0,0,0,0,10,26770,27970,15680,1,,3,530,3,2,1
35528,17036300,674.64636199,61,111,52.0,0,1.0,1,1,1,22569.0,0,0,0,6480,0,0,25660,22570,18310,2,,10,420,8,1,1
35529,17036301,406.42067849,85,111,77.0,0,1.0,0,0,1,29933.0,0,0,0,28640,0,0,31060,29930,0,2,,9,0,7,1,0
35530,17036302,366.68494266,62,111,38.0,0,1.5,2,2,2,113454.66667,0,0,0,0,0,0,220060,170180,199410,1,,8,3520,7,3,2
35531,17036303,472.41477921,59,111,75.0,0,1.5,1,1,2,54024.666667,0,0,0,31230,0,0,90100,81040,56290,1,2.0,9,1490,7,3,1
35532,17036304,521.82851624,58,111,47.0,0,1.5,1,1,2,30497.333333,0,0,0,20210,0,50,52060,45750,26290,1,,10,930,8,3,1
35533,17036305,457.8153545,48,111,54.0,0,1.5,1,1,2,20940.373067,0,0,0,0,0,0,31590,31410,21970,2,,9,500,7,2,1
35534,17036306,571.04839327,37,112,38.0,0,2.6,2,2,5,23701.923077,0,0,0,0,0,0,69440,61630,61970,1,,10,500,3,5,2
35535,17036307,397.44653732,46,400,48.0,0,2.3,2,2,4,24670.869565,0,0,0,0,0,0,58110,56740,56090,1,,0,110,1,4,2
35536,17036308,598.2987845,26,111,47.0,0,1.0,1,1,1,17545.0,0,0,0,0,0,16600,25130,17550,6210,1,,6,1020,5,1,1
35537,17036309,364.65166117,57,112,77.0,0,1.5,0,0,2,12424.0,18640,0,0,0,0,0,0,18640,0,1,,4,0,0,5,0
35538,17036310,405.12375569,84,300,72.0,0,1.0,0,0,1,5804.0,0,0,0,5010,0,0,5040,5800,0,2,,0,0,0,1,0
35539,17036311,237.93192961,44,111,35.0,0,1.5,1,1,2,19404.0,0,0,0,0,0,0,31180,29110,30090,2,,8,930,6,2,1
35540,17036312,534.92752151,87,111,75.0,0,1.0,0,0,1,18817.0,0,0,0,20430,0,0,20740,18820,0,2,,10,2770,8,1,0
35541,17036313,827.2531666,27,111,31.0,0,1.0,1,1,1,3064.0,0,0,0,0,0,0,0,3060,0,2,5.0,8,100,7,1,1
35542,17036314,742.7922289,43,111,47.0,0,1.0,1,1,1,21577.0,0,0,0,0,0,0,23150,21580,22340,1,,4,320,4,1,1
35543,17036315,338.51952611,61,112,63.0,0,2.5,3,3,4,18537.012,0,0,0,0,0,0,44800,46340,43170,1,2.0,10,590,0,4,4
35544,17036316,643.20143343,48,111,47.0,0,3.1,2,2,6,42788.064516,0,0,0,0,0,0,150390,132640,132660,1,,10,1360,8,4,2
35545,17036317,481.93975804,46,111,43.0,0,2.1,2,2,4,21445.238095,0,0,0,0,0,0,45020,45040,43450,1,,8,440,7,4,2
35546,17036318,337.72460667,67,112,72.0,0,1.5,0,0,2,30812.0,0,0,0,48750,0,50,52400,46220,0,1,,8,680,0,3,0
35547,17036319,341.22246442,70,111,78.0,0,1.5,0,0,2,21249.333333,0,0,0,31800,0,50,32850,31870,0,1,,8,950,7,3,0
35548,17036320,537.26544095,70,221,77.0,0,1.5,0,0,2,28829.333333,0,0,0,42600,0,1310,48370,43240,0,1,,1,800,1,3,0
35549,17036321,201.80246236,46,112,47.0,0,2.1,2,2,4,20715.238095,0,0,0,0,0,10,44330,43500,48570,1,,8,360,0,4,2
35550,17036322,373.84374576,81,111,74.0,0,1.5,0,0,2,29880.0,0,0,0,48690,0,170,50390,44820,0,1,,9,1590,7,3,0
35551,17036323,1223.793527,19,111,38.0,650,1.0,1,1,1,15352.0,0,0,0,0,0,0,15510,15350,14970,1,,9,270,7,1,1
35552,17036324,428.1763283,61,111,78.0,1030,1.0,0,0,1,17600.0,0,0,0,8820,0,40,15050,17600,5920,1,,6,440,5,1,0
35553,17036325,464.6471392,49,112,21.0,0,2.0,2,2,3,11112.373,0,0,0,0,0,0,23840,22220,0,1,,8,0,0,4,2
35554,17036326,587.29324656,50,221,47.0,0,1.0,1,1,1,21769.0,0,0,0,0,0,1460,24280,21770,22040,1,,1,320,2,1,1
35555,17036327,682.1132256,31,111,37.0,0,1.8,2,2,3,43876.111111,0,0,0,0,0,0,89700,78980,86580,1,,10,570,8,4,2
35556,17036328,337.4354615,75,111,72.0,0,1.5,1,1,2,18483.58,0,0,0,24880,0,0,32250,27730,2890,1,,9,2750,7,3,1
35557,17036329,972.64075398,53,400,38.0,0,2.0,1,0,3,44263.0,0,0,0,0,14620,0,89590,88530,17750,1,,0,1010,0,4,1
35558,17036330,399.33793931,71,112,78.0,0,1.5,0,0,2,19237.333333,0,0,0,29300,0,0,29520,28860,0,1,,10,470,1,3,0
35559,17036331,776.15091964,33,111,42.0,0,1.0,1,1,1,25830.0,0,0,0,0,0,0,29090,25830,28080,2,,10,330,8,1,1
35560,17036332,411.77178253,79,111,72.0,0,1.5,0,0,2,16384.666667,0,0,0,17730,0,150,17990,24580,0,1,,7,0,5,3,0
35561,17036333,306.71837498,85,112,77.0,0,1.0,0,0,1,15478.0,0,0,0,14510,0,0,14600,15480,0,2,,7,0,0,1,0
35562,17036334,2095.6664616,34,111,55.0,300,2.1,1,1,4,16883.333333,0,880,0,0,0,0,27320,35460,25210,1,,7,740,5,4,1
35563,17036335,387.15955544,77,111,77.0,0,1.0,0,0,1,18642.0,0,0,0,19060,0,0,19660,18640,0,2,,9,580,7,1,0
35564,17036336,479.35587839,86,111,72.0,0,1.0,0,0,1,17950.0,0,0,0,18890,0,0,19480,17950,0,1,,10,580,8,1,0
35565,17036337,334.57042577,70,120,75.0,0,1.5,0,0,2,24040.0,0,0,0,35430,0,0,36540,36060,0,1,2.0,0,430,0,3,0
35566,17036338,407.20741175,85,111,74.0,0,1.0,0,0,1,49790.0,0,0,0,62480,0,290,68070,49790,2140,1,,10,2620,8,1,0
35567,17036339,611.75261861,37,300,62.0,0,2.1,2,2,4,17592.857143,0,0,0,0,0,0,25830,36950,16120,1,,0,230,0,4,2
35568,17036341,534.72142382,66,300,75.0,0,1.0,0,0,1,16297.0,0,0,0,15680,0,0,15810,16300,0,2,4.0,0,0,1,1,0
35569,17036342,476.48219425,51,111,67.0,0,1.5,2,2,2,19288.666667,0,0,0,0,0,0,31300,28930,30210,1,,8,780,7,3,2
35570,17036343,186.95000368,35,112,48.0,0,1.5,1,1,2,19186.0,0,0,0,0,0,490,31010,28780,25310,1,,7,780,0,3,1
35571,17036344,515.23613586,54,112,34.0,0,2.5,2,2,4,22693.2,0,0,0,0,0,0,61350,56730,59210,1,1.0,9,880,0,4,2
35572,17036345,363.81434579,73,211,75.0,0,1.0,0,0,1,33266.82,0,0,0,35110,0,20,36230,33270,0,2,2.0,2,860,3,1,0
35573,17036346,408.73109351,73,111,74.0,0,1.5,0,0,2,23324.0,0,0,0,35960,0,0,37090,34990,0,1,,7,1180,6,3,0
35574,17036347,455.49335794,56,111,69.0,0,2.1,2,2,4,10508.095238,0,0,0,0,0,0,17640,22070,5460,1,,10,830,8,4,2
35575,17036350,239.11104104,34,300,85.0,1010,3.0,1,1,5,8726.0,0,0,0,0,0,0,18870,26180,14890,1,,0,280,0,5,1
35576,17036351,198.99310954,65,211,75.0,0,1.0,0,0,1,13279.0,0,0,2210,7080,0,180,7310,13280,0,2,3.0,1,0,3,1,0
35577,17036352,348.16005919,60,111,47.0,0,1.5,2,2,2,25524.666667,0,0,0,0,0,0,42900,38290,41410,1,,9,1000,7,3,2
35578,17036353,701.66948986,77,111,78.0,0,1.5,0,0,2,21347.333333,0,0,0,32270,0,0,32630,32020,0,2,,8,270,7,5,0
35579,17036355,574.46777687,66,111,75.0,0,1.0,0,0,1,21929.0,0,0,0,23820,0,0,24570,21930,0,1,,6,560,5,1,0
35580,17036357,1184.2713994,72,111,74.0,0,1.5,0,0,2,42009.333333,0,0,0,22700,0,2610,25630,63010,0,1,,10,450,8,3,0
35581,17036358,583.26455227,71,111,77.0,0,1.0,0,0,1,43450.0,0,0,0,32130,0,5850,39070,43450,0,2,2.0,10,1050,8,1,0
35582,17036359,503.90319556,91,111,72.0,0,1.0,0,0,1,16093.0,0,0,0,15320,0,70,15520,16090,0,2,,8,440,7,1,0
35583,17036360,328.37692755,57,112,62.0,0,1.0,1,1,1,22873.0,0,0,0,0,0,0,24060,22870,23230,2,,4,270,0,1,1
35584,17036361,1521.8964883,39,111,52.0,0,1.5,2,2,2,24312.666667,0,0,0,0,0,0,39140,36470,37780,1,,9,270,7,3,2
35585,17036362,626.20294033,37,221,67.0,1700,2.4,2,1,5,11947.083333,0,0,0,0,0,0,16880,28670,13310,1,,1,40,1,4,2
35586,17036363,406.71268765,73,111,77.0,0,1.0,0,0,1,18687.0,0,0,0,19190,0,0,19790,18690,0,2,,9,640,7,1,0
35587,17036364,338.76858896,84,120,78.0,0,1.5,0,0,2,15382.666667,0,0,0,23500,0,0,23650,23070,0,1,,0,430,0,3,0
35588,17036365,578.39273801,50,111,46.0,0,1.0,1,1,1,33596.0,0,0,0,0,0,0,41770,33600,40320,2,,9,1170,7,1,1
35589,17036366,686.92292669,43,111,47.0,0,1.6,1,1,3,21537.5,0,0,0,0,0,0,33600,34460,26160,2,,6,700,5,2,1
35590,17036367,891.40954768,25,111,37.0,0,1.0,1,1,1,23773.0,0,0,0,0,0,0,24910,23770,24040,2,,9,1840,7,1,1
35591,17036368,411.6466353,91,111,74.0,0,1.0,0,0,1,241596.0,0,0,0,36810,0,6280,44850,241600,0,1,,7,2550,5,1,0
35592,17036369,933.67995963,28,111,35.0,0,1.0,1,1,1,20271.0,0,0,0,0,0,10,21250,20270,20500,1,,8,300,7,1,1
35593,17036370,172.98786153,68,111,74.0,0,1.5,0,0,2,28396.0,0,0,0,45790,0,110,47340,42590,0,1,,7,1250,5,3,0
35594,17036371,484.47428498,67,300,72.0,0,1.0,0,0,1,33861.0,0,0,0,19300,0,3350,23260,33860,0,1,,0,790,1,1,0
35595,17036372,564.30351411,23,111,65.0,220,1.0,1,1,1,11108.0,0,0,0,0,0,0,10360,11110,8870,1,3.0,9,280,7,1,1
35596,17036373,196.44939691,72,221,74.0,0,1.5,0,0,2,37543.333333,0,0,0,62040,0,160,64150,56320,0,1,,1,1040,1,3,0
35597,17036374,1221.0915234,51,112,56.0,0,2.0,3,2,3,22356.5,0,0,0,210,0,0,47180,44710,40410,1,,8,520,1,4,3
35598,17036375,512.35127772,72,111,77.0,0,1.0,0,0,1,16199.0,0,0,0,15780,0,490,16400,16200,0,2,,8,0,7,1,0
35599,17036376,633.37997384,54,112,63.0,0,2.0,2,2,3,28132.0,0,0,0,0,0,7930,62570,56260,54000,1,,8,220,1,4,2
35600,17036377,366.83181999,67,120,31.0,0,1.5,1,1,2,39771.913333,0,0,0,19260,0,20,111380,59660,88400,1,,0,1310,2,3,1
35601,17036378,619.43968381,43,112,63.0,1220,3.1,3,2,6,11291.612903,0,0,0,0,0,0,17210,35000,16620,1,,10,40,4,4,3
35602,17036379,393.38597541,63,300,78.0,0,1.5,0,0,2,21003.333333,0,0,0,31640,0,0,32640,31510,0,1,,0,180,0,3,0
35603,17036380,872.12516243,31,111,34.0,0,1.8,2,2,3,26927.777778,0,0,0,0,0,0,55350,48470,60300,1,,9,1320,7,4,2
35604,17036381,222.01191395,44,112,45.0,0,2.0,1,1,3,21345.0,0,0,0,0,0,0,44200,42690,39650,1,,10,1040,3,2,1
35605,17036382,376.00262667,70,111,78.0,0,1.5,0,0,2,17853.333333,0,0,0,27280,0,0,27490,26780,0,1,,7,510,5,3,0
35606,17036383,716.65949843,40,400,62.0,0,2.1,1,1,4,24693.592762,0,0,0,1410,0,0,52790,51860,45670,1,,0,620,0,4,1
35607,17036384,1251.1335311,43,112,46.0,2170,1.5,1,1,2,15248.666667,0,0,0,0,0,0,18660,22870,18010,2,,8,300,0,2,1
35608,17036385,569.2907267,61,111,78.0,0,1.0,0,0,1,9259.0,0,5820,0,0,0,0,0,9260,0,2,,8,0,7,1,0
35609,17036386,718.31242407,41,111,37.0,0,2.0,2,2,3,29726.0,0,0,0,0,0,0,62750,59450,56420,1,,9,110,7,4,2
35610,17036387,361.97980836,49,112,38.0,0,2.5,2,2,4,29560.4,0,0,0,0,0,10,79930,73900,77140,1,,9,600,1,4,2
35611,17036388,998.73102498,29,111,46.0,0,1.0,1,1,1,20235.0,0,0,0,0,0,0,23180,20240,22370,1,4.0,9,570,7,1,1
35612,17036389,452.0957614,63,111,75.0,0,1.0,0,0,1,15077.0,0,0,0,15470,0,10,18120,15080,0,2,,9,660,7,1,0
35613,17036390,494.99855366,36,111,63.0,0,2.1,2,2,4,24801.428571,0,0,0,0,0,0,54840,52080,52930,1,,10,810,8,4,2
35614,17036391,456.94423537,70,120,74.0,0,1.0,0,0,1,43416.0,0,0,0,49230,0,0,50770,43420,0,1,,0,770,1,1,0
35615,17036392,694.44486113,50,120,38.0,0,2.5,2,2,4,21111.2,0,0,0,0,0,0,57010,52780,55020,1,2.0,0,730,3,4,2
35616,17036393,497.82058543,40,111,68.0,110,2.1,1,0,4,6499.5238095,0,0,0,0,0,0,9150,13650,2060,2,,9,50,7,2,1
35617,17036394,361.77564452,62,112,75.0,0,1.5,0,0,2,23330.0,0,0,0,37170,0,0,38330,35000,0,1,2.0,9,700,0,3,0
35618,17036395,398.88168269,63,221,78.0,0,1.5,0,0,2,23890.8352,16470,0,0,12310,0,0,19370,35840,0,1,,1,0,2,3,0
35619,17036396,346.76923938,71,112,75.0,0,1.0,0,0,1,19733.0,0,0,0,16860,0,0,19810,19730,0,2,,5,300,0,1,0
35620,17036397,626.29164359,54,111,68.0,0,1.0,1,1,1,21027.0,0,0,0,0,0,0,22560,21030,21770,1,,8,360,6,1,1
35621,17036398,794.22731249,38,111,38.0,0,1.0,1,1,1,31186.0,0,0,0,0,0,0,36350,31190,35090,1,,9,830,7,1,1
35622,17036399,475.72636083,44,111,33.0,0,1.5,1,1,2,22777.333333,0,0,0,0,0,0,37780,34170,32350,2,,9,660,7,2,1
35623,17036400,278.73854605,67,112,74.0,0,1.5,0,0,2,22666.666667,0,0,0,34000,0,0,35060,34000,0,1,,7,0,0,3,0
35624,17036401,626.22964003,49,300,11.0,0,2.5,2,2,4,16528.4,0,0,0,0,0,2840,43180,41320,19470,1,,0,540,0,4,2
35625,17036402,424.35314338,65,112,72.0,0,1.5,0,0,2,16567.333333,0,0,0,23330,0,0,24490,24850,980,1,,7,0,0,3,0
35626,17036403,529.50107164,54,300,62.0,0,1.0,1,1,1,15396.0,0,0,0,0,0,0,16160,15400,15600,1,,0,200,0,1,1
35627,17036404,533.89931149,55,111,22.0,0,1.5,2,2,2,217722.66667,0,0,0,0,0,269430,418860,326580,125780,1,,8,530,6,3,2
35628,17036405,523.09783922,90,111,72.0,0,1.5,0,0,2,20845.333333,0,0,0,30360,0,0,32090,31270,410,2,,9,480,7,2,0
35629,17036406,428.85259326,64,111,45.0,0,1.0,1,1,1,35012.0,0,0,0,0,0,1210,41320,35010,38710,2,,9,730,7,1,1
35630,17036407,921.1209541,84,111,75.0,0,1.0,0,0,1,29301.0,0,0,0,26600,0,1860,29300,29300,0,1,,10,570,8,1,0
35631,17036408,726.21613063,37,111,63.0,0,2.4,2,2,5,16007.083333,0,0,0,0,0,0,28900,38420,22680,1,,8,130,7,4,2
35632,17036409,524.91437822,84,111,77.0,0,1.0,0,0,1,18395.0,0,0,0,18350,0,0,18600,18400,0,2,,9,0,7,1,0
35633,17036410,1032.1679372,53,111,22.0,0,2.3,1,1,4,27770.434783,0,0,0,0,0,0,71180,63870,68700,1,,9,1880,7,4,1
35634,17036411,272.22917955,44,112,52.0,1520,2.0,1,1,3,9697.5,0,0,0,0,0,0,11560,19400,7730,2,,6,0,0,2,1
35635,17036412,381.2355905,58,111,22.0,0,1.5,2,1,2,20347.332533,0,0,0,0,0,320,32470,30520,23910,1,,7,880,5,3,2
35636,17036413,614.0789572,74,300,71.0,0,1.0,0,0,1,21209.0,0,0,0,13240,0,530,23460,21210,0,2,,0,740,0,1,0
35637,17036414,815.38372976,34,111,67.0,0,1.5,2,2,2,21715.333333,0,0,0,0,0,0,34890,32570,33680,1,,8,830,7,3,2
35638,17036415,420.68919626,59,400,62.0,100,2.0,2,2,3,24990.5,0,0,0,10950,0,0,52280,49980,39550,1,,0,390,0,4,2
35639,17036416,443.33833997,50,300,42.0,0,1.5,1,1,2,22748.666667,0,0,0,2850,0,400,34520,34120,30820,2,,0,500,0,2,1
35640,17036417,763.28487159,23,111,33.0,0,1.5,2,2,2,31278.0,0,0,0,0,0,0,53430,46920,51570,1,,9,450,7,3,2
35641,17036418,490.03735637,28,111,21.0,0,1.0,1,1,1,18799.0,0,0,0,0,0,0,21550,18800,0,2,,9,690,7,1,1
35642,17036419,490.91092514,59,211,74.0,2930,1.5,1,1,2,17339.333333,0,0,0,5690,0,0,19160,26010,0,1,,2,0,3,2,1
35643,17036420,855.84034598,62,111,56.0,3210,3.0,3,2,5,12207.333333,0,11090,0,0,0,0,17850,36620,16560,1,,10,0,8,4,3
35644,17036421,208.32658253,89,112,78.0,0,1.0,0,0,1,10365.0,0,0,0,10360,0,0,10430,10370,0,2,7.0,8,0,0,1,0
35645,17036422,615.8557564,61,111,37.0,0,1.5,2,1,2,25685.333333,0,0,0,0,0,70,44160,38530,8620,1,,9,1060,7,3,2
35646,17036423,473.79829061,26,111,47.0,0,1.5,1,1,2,10468.666667,0,0,0,0,0,0,16160,15700,15600,1,,9,50,7,5,1
35647,17036424,376.58685407,80,120,72.0,0,1.5,0,0,2,11383.333333,0,0,0,15770,0,10,16060,17080,0,1,2.0,0,0,1,3,0
35648,17036425,439.6901999,65,111,78.0,0,1.5,0,0,2,17583.333333,0,0,0,26960,0,0,27170,26380,0,1,,8,620,6,3,0
35649,17036426,856.86324625,36,111,37.0,0,1.5,2,2,2,42386.0,0,0,0,0,0,0,75420,63580,72800,1,,8,1030,7,3,2
35650,17036427,547.62973784,66,111,78.0,0,1.0,0,0,1,14558.0,0,0,0,13520,0,0,13600,14560,0,1,,9,0,7,1,0
35651,17036428,620.44268773,71,112,78.0,0,1.0,0,0,1,22352.0,0,0,0,22860,0,0,23320,22350,0,1,,10,510,4,1,0
35652,17036429,483.93083733,52,400,43.0,0,1.0,1,1,1,24778.0,0,0,0,0,0,0,25960,24780,25050,2,,0,880,0,1,1
35653,17036430,423.80916745,80,400,75.0,0,1.5,0,0,2,15880.0,0,0,0,21740,0,250,23090,23820,0,1,,0,260,0,3,0
35654,17036431,187.62666069,63,221,78.0,0,1.5,1,1,2,18520.0,0,0,0,19570,0,0,29260,27780,9060,1,,1,870,1,3,1
35655,17036432,185.66438966,49,112,62.0,0,2.0,2,2,3,25309.0,0,0,0,0,0,0,55040,50620,53130,1,,8,610,0,4,2
35656,17036433,813.41932596,48,111,52.0,0,1.0,1,1,1,17340.0,0,0,0,0,0,0,18870,17340,18220,2,3.0,10,460,8,1,1
35657,17036434,349.59466911,89,111,78.0,0,1.5,0,0,2,21884.666667,0,0,0,32630,0,0,33000,32830,0,1,,5,0,4,3,0
35658,17036436,517.66187144,37,111,47.0,0,1.5,2,1,2,52102.666667,0,0,0,0,0,0,96320,78150,89530,1,,7,1140,5,3,2
35659,17036437,559.67200743,86,211,72.0,0,1.0,0,0,1,12790.0,0,0,0,12440,0,0,12520,12790,0,2,,2,0,3,1,0
35660,17036438,376.90513977,62,111,75.0,0,1.0,0,0,1,22383.0,0,0,0,24680,0,0,26120,22380,650,1,,6,690,5,1,0
35661,17036439,744.31112611,29,112,63.0,0,1.5,2,2,2,25964.0,0,0,0,0,0,560,39850,38950,37920,1,,8,430,1,3,2
35662,17036440,510.95379901,88,111,86.0,0,1.0,0,0,1,17641.0,0,0,0,16400,0,420,16960,17640,0,2,,6,0,4,1,0
35663,17036441,514.69853802,62,111,75.0,0,1.5,0,0,2,26775.333333,0,0,0,18620,0,0,30150,40160,10890,1,,10,660,8,3,0
35664,17036442,465.66360124,28,111,67.0,0,2.7,1,1,6,13060.37037,0,0,0,0,0,0,24090,35260,23260,1,3.0,5,320,4,4,1
35665,17036443,651.76819765,27,111,63.0,500,1.8,2,2,3,21393.333333,0,0,0,0,0,0,38740,38510,33720,1,,9,530,7,4,2
35666,17036444,455.22248855,69,112,75.0,0,1.0,0,0,1,28054.0,0,0,0,26650,0,40,31400,28050,0,1,1.0,8,2150,0,1,0
35667,17036445,513.5698059,29,112,46.0,510,1.5,2,2,2,19423.333333,0,0,0,0,0,0,30230,29140,24570,1,,8,700,0,3,2
35668,17036446,291.3295162,66,111,74.0,0,1.5,0,0,2,31142.0,0,0,0,47010,0,30,52260,46710,0,1,,8,770,7,3,0
35669,17036447,2754.058503,53,111,63.0,0,1.8,2,2,3,14790.0,0,0,0,0,0,190,26020,26620,24940,1,,10,270,8,4,2
35670,17036448,404.57805297,61,112,75.0,0,1.5,0,0,2,16386.666667,0,0,0,24470,0,0,24960,24580,0,1,,4,470,0,3,0
35671,17036449,405.66185169,65,112,75.0,0,2.5,1,1,4,15848.0,0,0,0,28890,0,0,39240,39620,6320,2,,7,430,0,4,1
35672,17036450,512.84726644,33,400,68.0,0,2.1,2,2,4,19026.190476,0,0,0,0,0,0,35190,39960,33960,1,2.0,0,410,0,4,2
35673,17036451,439.38912271,32,111,55.0,0,2.6,2,2,5,14486.153846,0,0,0,0,0,0,34730,37660,32460,1,,7,940,5,4,2
35674,17036452,455.34539832,20,111,56.0,0,1.5,1,1,2,548.0,0,0,0,0,0,0,480,820,460,2,5.0,8,0,7,5,1
35675,17036453,683.30738044,65,112,77.0,0,1.0,0,0,1,6550.0,0,3200,0,690,0,0,690,6550,0,1,4.0,10,0,3,1,0
35676,17036454,525.36360104,71,111,74.0,0,1.0,0,0,1,129694.0,0,0,0,47530,0,8840,74180,129690,0,1,,10,1600,8,1,0
35677,17036455,724.59423147,77,111,86.0,0,1.0,0,0,1,17820.0,0,0,0,18080,0,0,18640,17820,0,2,,9,850,7,1,0
35678,17036456,397.22474877,43,120,38.0,0,2.1,1,1,4,21573.809524,0,0,0,0,0,0,48150,45310,46480,1,,0,760,3,4,1
35679,17036457,397.28024683,69,111,78.0,0,1.0,0,0,1,21677.0,0,0,0,20130,0,0,20430,21680,0,1,,7,970,5,1,0
35680,17036458,529.24355206,29,111,46.0,0,1.8,2,2,3,26737.222222,0,0,0,0,0,0,47660,48130,46000,1,,3,410,3,4,2
35681,17036459,392.72379831,64,111,34.0,0,2.5,2,2,4,71834.4,0,0,0,0,0,0,247890,179590,239260,1,,10,1120,8,4,2
35682,17036460,709.25805336,46,111,33.0,0,2.6,2,2,5,36690.769231,0,0,0,0,0,350,99840,95400,96030,1,,7,1610,5,4,2
35683,17036461,533.12201017,81,111,74.0,0,1.5,0,0,2,37741.333333,0,0,0,64340,0,1240,60930,56610,0,1,1.0,9,940,7,3,0
35684,17036462,376.30043474,75,400,78.0,0,1.5,0,0,2,15898.666667,0,0,0,23790,0,0,23940,23850,0,1,,0,590,0,3,0
35685,17036463,409.88039371,51,222,48.0,0,2.0,3,3,3,20923.0,0,0,0,0,0,0,43860,41850,40250,1,,1,650,0,4,3
35686,17036464,484.60445407,39,112,52.0,0,2.6,1,1,5,15579.615385,0,0,0,0,0,20,24750,40510,22790,2,,10,130,1,2,1
35687,17036465,637.3708941,50,300,68.0,0,2.5,2,2,4,16059.6,0,0,0,0,0,0,39900,40150,32090,1,,0,160,0,4,2
35688,17036466,557.62902589,36,111,48.0,0,1.3,1,1,2,20512.307692,0,0,0,0,0,30,28480,26670,27460,1,,8,650,7,2,1
35689,17036467,789.59873805,69,300,63.0,0,1.5,1,1,2,12346.0,0,0,0,16460,0,38840,31730,18520,15380,1,,0,570,0,3,1
35690,17036468,805.43628471,76,400,72.0,0,1.5,0,0,2,17188.666667,0,0,0,25440,0,40,25670,25780,0,1,,0,420,0,3,0
35691,17036469,273.83141769,54,112,53.0,0,2.5,2,2,4,20710.0,0,0,0,0,0,0,52080,51780,50260,1,,9,640,1,4,2
35692,17036470,553.38899193,44,112,46.0,0,1.0,1,1,1,17682.0,0,0,0,0,0,0,18710,17680,20960,1,,9,360,2,1,1
35693,17036471,636.10473301,40,111,33.0,0,2.1,2,2,4,39970.952381,0,0,0,0,0,60,96960,83940,93530,1,4.0,10,440,8,4,2
35694,17036472,717.42718383,43,111,38.0,0,1.5,2,2,2,101518.66667,0,0,0,0,50,5310,91310,152280,55340,1,,10,1590,8,3,2
35695,17036473,369.69336167,67,111,74.0,0,1.5,0,0,2,43004.546667,0,0,0,30410,0,80,69670,64510,34380,1,,9,1550,7,3,0
35696,17036474,370.59606108,64,111,75.0,0,1.5,0,0,2,18996.0,0,0,0,27180,0,0,27890,28490,0,1,,7,880,5,3,0
35697,17036475,491.89900257,88,111,77.0,0,1.0,0,0,1,19953.0,0,0,0,18880,0,0,19470,19950,0,2,,9,520,7,1,0
35698,17036476,552.41533271,71,111,74.0,0,1.0,0,0,1,42930.0,0,0,0,34430,0,2230,59740,42930,0,2,,10,1240,8,1,0
35699,17036477,432.582522,75,111,75.0,0,1.0,0,0,1,18763.0,0,0,0,20000,0,50,20680,18760,0,2,,5,710,4,1,0
35700,17036478,476.42675451,66,120,74.0,0,1.5,0,0,2,49012.233333,0,0,0,62740,0,0,82770,73520,0,1,,0,790,0,3,0
35701,17036479,1039.7732079,21,111,56.0,0,1.0,1,1,1,11952.0,0,0,0,0,0,0,9490,11950,9160,2,,8,20,7,1,1
35702,17036480,395.10431705,74,112,77.0,0,1.0,0,0,1,17621.0,0,0,0,18140,0,0,18710,17620,0,2,,9,360,0,1,0
35703,17036481,792.3580739,60,112,22.0,0,1.5,1,1,2,19994.666667,0,0,0,0,0,310,34620,29990,0,1,,9,1740,2,3,1
