,ident,pondmen,agepr,cataeu,cs42pr,ppa,ocde10,nactifs,nactoccup,npers,nivviem,prest_precarite_hand,prest_precarite_rsa,prest_precarite_vieil,retraites,rev_etranger,rev_valeurs_mobilieres_bruts,revdecm,rev_disponible,salaires,,stalog,tau,mhab_d,tuu,typmen,donation_class_1
180,17000184,694.74500506,49,112,37.0,0,2.0,2,2,3,67355.585,0,0,0,0,0,40,94630,134710,94040,1,,9,1660,2,4,2
181,17000185,555.73123198,56,111,63.0,0,2.0,2,2,3,23475.5,0,0,0,0,0,0,50970,46950,40270,1,,10,1030,8,4,2
182,17000186,398.67576711,39,211,77.0,0,1.3,0,0,2,9936.9230769,0,7170,0,0,0,0,0,12920,0,2,,2,0,3,2,0
183,17000187,519.07803897,79,112,75.0,0,1.0,0,0,1,32433.65,0,0,0,38260,0,0,39460,32430,0,2,,10,1240,3,1,0
184,17000188,231.37226057,47,111,62.0,0,2.6,2,2,5,12868.461538,0,0,0,0,0,0,23060,33460,25460,1,,9,360,7,4,2
185,17000189,952.46815623,26,111,47.0,0,1.0,1,1,1,21521.0,0,0,0,0,0,0,24400,21520,23550,1,,10,380,8,1,1
186,17000190,622.08873197,76,211,77.0,0,1.0,0,0,1,14473.0,0,0,0,13460,0,60,13600,14470,0,2,,1,0,3,1,0
187,17000191,479.14638877,69,111,77.0,0,1.5,0,0,2,24464.0,0,0,0,39100,0,0,40330,36700,0,1,,9,670,7,3,0
188,17000192,365.20617814,69,111,72.0,0,1.5,1,1,2,9690.6666667,0,0,0,12130,0,0,14020,14540,0,1,2.0,9,0,7,3,1
189,17000193,367.78562364,58,221,43.0,0,1.0,1,1,1,23967.0,0,0,0,0,0,0,35480,23970,0,2,,1,290,2,1,1
190,17000194,415.51438053,53,111,45.0,0,1.0,1,1,1,20956.0,0,0,0,0,0,0,23970,20960,23140,2,,8,670,6,1,1
191,17000195,500.75727629,52,112,47.0,0,2.5,2,2,4,23001.6,0,0,0,12780,0,10,59680,57500,44880,1,,7,510,0,4,2
192,17000196,393.14578937,75,211,78.0,0,1.0,0,0,1,16026.0,0,0,0,15210,0,220,15560,16030,0,2,,2,420,3,1,0
193,17000197,974.34505109,45,112,63.0,570,2.8,3,3,5,20384.642857,0,0,0,0,0,60,55580,57080,49830,1,2.0,7,710,0,4,4
194,17000198,202.37981633,66,111,77.0,0,1.5,1,1,2,32273.333333,0,0,0,22240,0,500,55910,48410,31350,1,2.0,8,1930,6,3,1
195,17000199,233.65558709,84,111,74.0,0,1.5,0,0,2,36364.0,0,0,0,56440,0,70,62820,54550,0,1,,8,2230,6,3,0
196,17000200,447.61937026,63,111,86.0,0,1.5,0,0,2,20298.666667,0,0,0,21290,0,0,34540,30450,0,1,2.0,9,1400,7,3,0
197,17000201,143.04834914,73,211,78.0,0,1.5,0,0,2,19786.666667,0,0,0,32560,0,0,30910,29680,0,1,3.0,1,590,3,3,0
198,17000202,477.92002035,49,111,45.0,0,1.0,1,1,1,22923.0,0,0,0,0,0,0,25960,22920,25060,2,,8,590,6,1,1
199,17000203,506.54192258,69,300,78.0,0,1.0,0,0,1,14689.0,0,0,730,8770,0,0,13230,14690,4260,2,,0,0,0,1,0
200,17000204,119.3224752,55,112,63.0,1620,1.5,2,2,2,17050.0,0,0,0,9770,0,0,26130,25580,15390,1,2.0,8,410,0,3,2
201,17000206,396.8104327,49,111,46.0,0,1.5,1,0,2,10063.333333,0,0,0,0,0,0,12250,15100,0,2,,10,600,8,2,1
202,17000207,614.55982971,43,112,62.0,0,2.1,2,2,4,19675.714286,0,0,0,0,0,1040,40260,41320,37560,1,,8,370,0,4,2
203,17000208,525.84891178,48,221,52.0,3070,1.8,2,2,3,20106.666667,0,40,0,0,0,0,25850,36190,24370,2,3.0,1,0,2,2,2
204,17000209,379.8261241,40,112,37.0,0,2.1,2,2,4,47250.952381,0,0,0,0,0,490,110510,99230,106190,1,,9,710,0,4,2
205,17000210,281.69807286,45,111,47.0,0,2.1,2,2,4,21325.714286,0,0,0,0,0,10,45330,44780,43750,1,,7,540,5,4,2
206,17000211,641.34904124,57,111,23.0,0,1.0,1,1,1,72585.0,0,0,0,0,0,0,82550,72590,79670,1,,3,1640,4,1,1
207,17000212,387.24891087,53,111,69.0,0,2.5,2,2,4,20721.6,0,0,0,0,0,2550,54480,51800,45570,1,2.0,9,760,7,4,2
208,17000213,610.29571383,61,111,77.0,0,1.0,0,0,1,8168.0,0,0,0,0,0,0,6200,8170,5980,2,,10,660,8,1,0
209,17000214,413.50916417,87,120,75.0,0,1.0,0,0,1,23542.0,0,0,0,25510,0,0,26310,23540,0,1,,0,630,0,1,0
210,17000215,283.05800101,40,120,67.0,0,2.3,1,1,4,12618.695652,0,0,0,0,0,0,16200,29020,15640,2,,0,20,0,2,1
211,17000216,519.71471858,46,112,68.0,0,2.3,2,2,4,18153.025913,0,0,0,0,0,10,40660,41750,33750,1,,9,120,0,4,2
212,17000217,398.22816968,30,112,67.0,0,1.5,2,2,2,28544.0,0,0,0,0,0,0,45910,42820,44310,1,,8,730,0,3,2
213,17000218,396.29763767,92,211,77.0,0,1.0,0,0,1,18873.0,0,0,0,15760,0,1900,18560,18870,0,2,,2,470,3,1,0
214,17000219,640.50852553,27,111,31.0,0,1.5,2,2,2,32586.666667,0,0,0,0,0,0,55750,48880,53810,1,,8,1260,6,3,2
215,17000220,908.3022081,30,112,67.0,0,2.1,2,2,4,19793.809524,0,0,0,0,0,0,38850,41570,37500,1,,5,500,0,4,2
216,17000221,494.39210742,94,211,71.0,0,1.0,0,0,1,13514.0,0,0,0,9700,0,0,12950,13510,0,2,,1,0,3,1,0
217,17000222,417.96498376,47,221,62.0,0,1.5,2,2,2,24686.666667,0,0,0,0,0,200,39540,37030,39300,1,,1,450,1,3,2
218,17000223,635.70982987,46,111,56.0,840,1.5,2,2,2,5818.6666667,0,0,0,0,0,0,8160,8730,6070,2,,10,380,8,2,2
219,17000224,287.65109323,61,112,75.0,0,1.5,1,1,2,31955.333333,0,0,0,27680,0,20,56930,47930,22550,1,,9,1050,0,3,1
220,17000225,402.20871514,54,120,35.0,0,1.0,1,1,1,26077.0,0,0,0,0,0,0,30890,26080,29810,2,4.0,0,1180,3,1,1
221,17000226,294.74368333,72,111,74.0,0,1.5,0,0,2,18184.666667,0,0,0,32400,0,0,28430,27280,0,1,,9,1100,7,3,0
222,17000227,440.7602671,58,111,78.0,0,1.5,1,1,2,33050.0,0,0,0,0,0,0,56540,49580,54570,1,,4,690,4,3,1
223,17000228,720.9941286,36,111,55.0,720,1.0,1,1,1,15218.0,0,0,0,0,0,0,14620,15220,14110,2,,8,400,6,1,1
224,17000229,2015.1197151,83,400,71.0,0,2.0,1,1,3,5107.0,0,0,0,22740,0,2090,11220,10210,0,1,2.0,0,450,0,4,1
225,17000230,363.2440166,59,111,77.0,0,1.5,1,1,2,22436.666667,0,0,0,23840,0,0,36760,33660,16380,1,,6,850,5,3,1
226,17000231,515.41613529,59,111,78.0,0,1.5,1,1,2,18287.906933,0,0,0,0,0,0,28060,27430,17180,1,,9,490,7,3,1
227,17000232,1057.7649093,31,111,43.0,0,1.5,2,2,2,51072.0,0,0,0,0,0,0,98560,76610,4390,1,,7,880,5,3,2
228,17000233,675.62073667,47,111,37.0,0,1.3,1,1,2,38843.846154,0,0,0,0,0,40,62360,50500,60160,1,,10,1690,8,2,1
229,17000234,427.56601808,43,120,21.0,2490,1.5,2,1,2,12560.0,0,0,0,0,0,0,13150,18840,9170,1,,0,200,0,3,2
230,17000235,738.5714654,33,111,55.0,0,1.0,1,1,1,18697.0,3630,0,0,0,0,0,14890,18700,10820,2,,10,420,8,1,1
231,17000236,296.17000004,59,111,21.0,0,1.5,2,2,2,23566.0,0,0,0,0,0,0,38360,35350,2080,1,,6,1020,4,3,2
232,17000237,402.78597929,79,400,77.0,0,1.0,0,0,1,14169.0,0,0,0,14150,0,0,14230,14170,0,2,7.0,0,0,0,1,0
233,17000238,328.73450787,51,112,45.0,0,2.0,2,2,3,25577.0,0,0,0,0,0,0,55200,51150,56280,1,,7,440,0,4,2
234,17000239,622.76149686,75,112,78.0,0,1.5,0,0,2,24421.333333,0,0,0,39240,0,0,40480,36630,0,1,,9,770,1,3,0
235,17000240,356.25583418,58,212,13.0,0,1.5,2,2,2,18496.666667,0,0,0,0,0,20,29460,27750,20640,1,,1,390,0,3,2
236,17000241,592.48895834,46,111,52.0,0,1.0,1,1,1,22634.0,0,0,0,0,0,60,23400,22630,22530,2,,8,660,7,1,1
237,17000242,343.71331691,63,112,78.0,0,2.0,0,0,3,22563.0,0,11490,0,32320,0,0,34240,45130,0,1,2.0,8,740,1,4,0
238,17000243,328.58412621,55,221,65.0,0,1.5,2,2,2,24896.666667,610,0,0,0,0,0,40030,37350,42980,1,,1,880,3,3,2
239,17000244,328.1696387,44,211,22.0,0,2.1,2,2,4,14377.142857,0,0,0,0,0,0,29390,30190,14660,1,,2,700,3,4,2
240,17000245,423.14027534,45,111,34.0,0,2.3,2,2,4,30410.0,0,0,0,0,0,0,74500,69940,71910,1,,9,1620,7,4,2
241,17000246,467.53519689,37,111,56.0,0,2.1,2,2,4,29216.190476,0,0,0,0,0,50,65540,61350,63220,1,,8,620,6,4,2
242,17000247,376.74263913,66,112,78.0,980,1.5,1,1,2,35934.666667,8750,0,0,26990,0,1650,38950,53900,9140,1,,8,0,0,2,1
243,17000248,667.70531233,57,300,64.0,0,1.0,1,1,1,20699.0,0,0,0,0,0,0,22940,20700,22140,1,7.0,0,230,1,1,1
244,17000249,418.40653981,44,111,45.0,0,2.0,2,2,3,18686.0,0,0,0,0,0,20,39950,37370,38530,1,,9,920,7,4,2
245,17000250,925.87115194,62,111,74.0,0,1.0,0,0,1,30055.0,0,0,0,28860,0,0,29770,30060,0,2,,8,0,7,1,0
246,17000251,448.05492719,63,300,71.0,0,1.5,0,0,2,15388.0,0,0,0,13300,0,140,24610,23080,1380,1,,0,0,0,3,0
247,17000252,391.52378519,44,221,72.0,0,2.8,0,0,5,9734.2857143,0,9640,0,0,0,0,0,27260,0,1,4.0,1,0,2,4,0
248,17000253,1548.1296127,38,111,37.0,0,1.0,1,1,1,36352.0,0,0,0,0,0,0,44290,36350,42750,2,4.0,10,790,8,1,1
249,17000254,563.82065767,77,111,75.0,0,1.0,0,0,1,11546.0,0,0,920,8600,0,0,8650,11550,0,2,,9,0,7,1,0
250,17000255,801.43933431,25,111,37.0,450,1.0,1,1,1,21831.0,0,0,0,0,0,0,23500,21830,22690,2,,9,520,7,1,1
251,17000256,343.42592694,70,111,74.0,0,1.5,0,0,2,28748.0,0,0,0,38360,0,450,40010,43120,0,1,,9,820,7,3,0
252,17000257,640.94383429,51,111,56.0,3250,1.5,2,1,2,12450.666667,0,0,0,0,0,0,16190,18680,15630,1,,8,200,7,3,2
253,17000258,376.21762485,67,300,77.0,0,1.0,0,0,1,15992.0,0,0,0,14900,0,0,15020,15990,0,2,,0,0,1,1,0
254,17000259,507.81871028,71,111,78.0,0,1.0,0,0,1,12147.0,0,0,0,11590,0,0,11660,12150,0,1,3.0,7,0,5,1,0
255,17000260,432.57076564,87,111,77.0,0,1.0,0,0,1,21774.0,0,0,0,21410,0,0,22080,21770,0,2,,9,640,7,1,0
256,17000261,265.75742034,60,112,75.0,0,2.0,1,1,3,23355.5,0,0,0,1720,0,10,48230,46710,37150,1,,8,270,0,4,1
257,17000262,338.41108215,47,111,47.0,0,1.5,1,1,2,16804.0,0,0,0,0,0,0,28870,25210,27860,1,,8,700,6,2,1
258,17000263,673.93923416,46,111,37.0,0,1.8,1,1,3,158641.66667,0,0,0,0,0,1110,316860,285560,303410,1,,6,670,4,4,1
259,17000264,469.69365135,89,400,78.0,0,1.0,0,0,1,19932.0,0,0,0,21430,0,0,22100,19930,0,1,2.0,0,660,0,1,0
260,17000265,607.67197414,36,111,46.0,0,1.8,2,2,3,42506.111111,0,0,0,0,0,0,79680,76510,76910,1,,8,410,6,4,2
261,17000266,178.58650653,47,111,62.0,0,2.1,2,1,4,19449.047619,0,0,0,0,0,0,40910,40840,35530,1,,8,710,7,4,2
262,17000267,601.23261145,41,111,54.0,0,1.6,1,0,3,11353.125,0,2870,0,0,0,0,1360,18170,0,2,,9,0,7,2,1
263,17000268,261.95091665,63,112,72.0,0,1.5,1,1,2,40191.28,0,0,0,46670,0,20,71090,60290,11760,1,2.0,7,1730,0,3,1
264,17000269,331.23885971,71,400,77.0,0,1.5,0,0,2,21291.333333,0,0,0,31150,0,0,32940,31940,0,1,,0,570,0,3,0
265,17000270,378.15313018,70,111,75.0,0,1.5,1,1,2,21398.0,0,0,0,18420,0,690,33140,32100,6990,1,,9,940,7,3,1
266,17000271,627.01910992,63,111,77.0,0,1.5,1,1,2,28577.626667,0,0,0,15950,0,170,49170,42870,27430,1,,9,850,7,3,1
267,17000272,986.38817722,25,111,67.0,1330,1.5,1,1,2,10962.0,0,0,0,0,0,0,15370,16440,12000,1,,8,310,7,3,1
268,17000273,271.0544211,36,111,43.0,0,2.1,2,2,4,24805.714286,0,0,0,0,0,0,51110,52090,49330,1,2.0,8,830,6,4,2
269,17000274,271.62253545,54,111,54.0,0,1.0,1,1,1,19125.0,0,0,0,0,0,0,20960,19130,20230,2,,7,530,5,1,1
270,17000275,816.91264346,66,300,77.0,0,1.5,0,0,2,25479.333333,0,0,0,39920,0,0,41170,38220,0,1,2.0,0,600,0,3,0
271,17000276,221.34267481,45,400,52.0,0,2.5,2,2,4,19992.0,0,0,0,0,0,0,49560,49980,47840,1,2.0,0,440,0,4,2
272,17000277,439.75711001,57,112,78.0,0,1.5,1,1,2,27442.666667,0,0,0,15160,0,570,51000,41160,26960,1,,6,460,1,3,1
273,17000278,508.79565866,89,111,71.0,0,1.0,0,0,1,17131.0,0,0,0,11650,0,780,12510,17130,0,1,,6,0,5,1,0
274,17000279,819.73838117,32,111,46.0,0,1.5,2,2,2,33682.666667,0,0,0,0,0,0,55220,50520,53300,1,,9,800,7,3,2
275,17000280,616.08912555,81,112,78.0,0,1.0,0,0,1,25737.0,0,0,0,28070,0,40,28990,25740,0,1,,8,920,1,1,0
276,17000281,295.16847897,57,120,74.0,0,2.6,0,0,5,21672.985385,0,0,0,0,0,40,62050,56350,50350,1,,0,1980,3,4,0
277,17000282,396.79185753,89,112,86.0,0,1.0,0,0,1,14644.0,0,0,0,11040,0,870,11990,14640,0,2,,7,0,0,1,0
278,17000283,265.17492681,42,111,34.0,0,2.6,2,2,5,31490.0,0,0,0,0,0,0,87610,81870,84560,1,,9,1580,7,4,2
279,17000284,1605.5569282,27,111,37.0,0,1.0,1,1,1,26018.0,0,0,0,0,0,30,30120,26020,28760,1,,10,720,8,1,1
280,17000285,647.01893968,34,111,46.0,0,1.5,1,1,2,18639.333333,9720,0,0,0,0,0,17040,27960,16440,1,,9,0,7,3,1
281,17000286,796.49179813,57,112,77.0,0,1.5,0,0,2,11778.666667,0,0,0,17300,0,300,17710,17670,0,1,,9,0,0,3,0
282,17000287,438.00907105,44,300,47.0,0,2.1,2,2,4,23738.852381,0,0,0,0,0,20,47810,49850,45620,1,,0,320,0,4,2
283,17000288,219.25128682,58,111,77.0,0,1.5,0,0,2,43326.0,0,0,0,55640,0,1400,59210,64990,0,1,,7,1390,6,3,0
284,17000289,780.85728959,38,111,47.0,0,1.5,2,2,2,31385.333333,0,0,0,0,0,10,53840,47080,51950,1,,9,1250,7,3,2
285,17000291,386.77212233,71,120,77.0,0,1.0,0,0,1,23495.0,0,0,0,15470,0,0,17210,23500,0,2,,0,470,0,1,0
286,17000292,480.75865825,29,112,37.0,0,1.5,2,2,2,35058.0,0,0,0,0,0,0,59280,52590,57220,1,1.0,10,950,5,3,2
287,17000293,594.2225305,63,111,72.0,0,1.0,0,0,1,13525.0,0,0,0,10220,0,0,10290,13530,0,2,3.0,9,0,7,1,0
288,17000294,358.1508301,43,111,63.0,0,1.8,1,1,3,11611.111111,0,0,0,0,0,0,16040,20900,9190,1,,8,220,6,2,1
289,17000295,753.61825667,74,111,72.0,0,1.5,0,0,2,26070.0,0,0,0,19160,0,0,38400,39110,0,1,2.0,10,2790,8,3,0
290,17000296,266.9963936,85,111,78.0,0,1.0,0,0,1,26870.0,0,0,0,29160,0,40,30120,26870,0,1,,8,760,7,1,0
291,17000297,212.82056099,67,111,78.0,0,1.5,1,1,2,13644.666667,0,0,0,12360,0,0,20700,20470,4410,1,,7,0,5,3,1
292,17000298,680.4103584,79,111,78.0,0,1.5,0,0,2,24940.0,0,0,0,22140,0,3980,32200,37410,0,1,2.0,9,770,7,3,0
293,17000299,213.2482584,47,400,55.0,0,1.8,1,1,3,13199.201556,0,0,0,1010,0,0,20730,23760,4950,2,,0,0,0,2,1
294,17000300,315.99021582,23,112,43.0,0,2.0,1,1,3,17689.0,0,0,0,0,0,15780,31150,35380,13110,1,,8,600,2,5,1
295,17000301,694.07894973,28,111,33.0,0,1.5,2,2,2,31311.333333,0,0,0,0,0,0,53370,46970,51510,1,1.0,9,1160,7,3,2
296,17000302,430.57840647,59,120,48.0,0,1.5,2,2,2,30080.0,0,0,0,0,0,10,48900,45120,55060,1,,0,460,0,3,2
297,17000303,920.37290617,43,111,34.0,0,1.0,1,1,1,21682.0,0,0,0,0,0,130,23350,21680,33020,1,,9,1060,7,1,1
298,17000304,604.45931545,55,112,55.0,0,1.0,1,1,1,32267.0,0,0,0,0,0,370,28450,32270,19310,2,2.0,9,130,2,1,1
299,17000305,278.20625538,64,111,64.0,0,2.0,3,3,3,51090.5,0,0,0,0,0,0,131130,102180,35750,1,,7,810,6,4,3
300,17000306,687.14055554,29,111,78.0,160,1.6,0,0,3,11349.375,0,6510,0,0,0,0,410,18160,400,2,,8,0,7,2,0
301,17000307,698.48276786,29,111,43.0,3630,2.3,2,1,4,10996.521739,0,0,0,0,0,0,11490,25290,10100,1,,9,140,7,5,2
302,17000308,556.98986715,86,300,74.0,0,1.0,0,0,1,24634.0,0,0,0,26730,0,40,27610,24630,0,1,2.0,0,400,0,1,0
303,17000309,418.49417807,51,111,62.0,0,1.8,2,2,3,21265.555556,0,0,0,0,0,0,40440,38280,41510,1,,6,720,4,4,2
304,17000310,641.5817198,47,111,46.0,0,1.0,1,1,1,23315.0,0,0,0,0,0,0,26230,23320,25320,1,,6,350,5,1,1
305,17000311,435.53857467,51,300,67.0,0,2.8,2,2,5,14506.071429,0,0,0,0,0,10,35630,40620,27370,1,,0,570,0,4,2
306,17000312,548.19091518,81,111,78.0,0,1.0,0,0,1,23450.0,0,0,0,13620,0,50,13760,23450,0,2,,9,0,7,1,0
307,17000313,662.08092289,65,111,74.0,0,1.5,1,1,2,35455.333333,0,0,0,30290,0,0,59040,53180,26830,1,2.0,5,710,4,3,1
308,17000314,852.53893329,29,112,21.0,350,2.1,2,1,4,8835.7142857,0,2150,0,0,0,0,9960,18560,9610,1,,9,30,0,4,2
309,17000315,236.67858268,47,300,38.0,0,1.5,1,1,2,30784.666667,0,0,0,0,0,1870,53540,46180,55660,1,,0,830,0,2,1
310,17000316,528.57479453,59,111,78.0,0,1.0,0,0,1,9468.0,0,5820,0,0,0,0,0,9470,0,2,,6,0,5,1,0
311,17000317,306.968289,38,120,54.0,1050,1.5,1,1,2,15878.666667,0,0,0,0,0,0,23570,23820,20780,2,,0,450,3,2,1
312,17000318,524.82886614,44,111,31.0,0,2.8,2,2,5,45321.785714,0,0,0,0,0,5720,145990,126900,135400,1,2.0,10,2210,8,4,2
313,17000319,643.40879819,59,111,23.0,0,1.5,2,2,2,35662.0,0,0,0,0,0,20200,66840,53490,45020,1,,5,2180,4,3,2
314,17000320,730.6361212,53,111,48.0,0,2.5,3,4,4,35117.2,0,0,0,0,0,40,101580,87790,99150,1,,9,1420,7,4,4
315,17000321,677.85428429,58,112,21.0,0,1.5,2,2,2,56012.0,0,0,0,0,0,10,121300,84020,46430,1,,9,1230,0,3,2
316,17000322,450.08973886,71,111,77.0,0,1.0,0,0,1,12466.0,0,0,0,12310,0,0,13210,12470,800,2,,8,450,6,1,0
317,17000323,856.08818117,67,112,74.0,0,1.5,0,0,2,29048.0,0,0,0,47640,0,20,49160,43570,0,1,,7,970,0,3,0
318,17000324,523.68422907,64,111,75.0,0,1.0,0,0,1,41654.6,0,0,0,25980,0,0,26990,41650,0,2,,5,630,4,1,0
319,17000325,459.138802,81,112,71.0,0,1.5,0,0,2,17273.333333,0,0,0,20010,0,4170,24310,25910,0,1,,8,350,0,3,0
320,17000326,729.43510227,32,111,46.0,0,1.8,2,2,3,28566.111111,0,0,0,0,0,90,55200,51420,53190,1,4.0,10,1100,8,4,2
321,17000328,289.97865955,42,111,52.0,2490,2.6,2,2,5,16788.461538,0,0,0,0,0,20,37660,43650,28440,1,,8,1310,6,4,2
322,17000329,332.27732941,52,211,65.0,0,2.0,2,2,3,21601.0,0,0,0,0,0,0,45350,43200,43770,1,,2,370,3,4,2
323,17000330,673.31736329,47,111,64.0,3620,3.3,3,0,6,18414.848485,0,23160,0,0,0,0,15260,60770,14730,1,1.0,10,0,8,4,3
324,17000331,431.03051569,92,111,74.0,0,1.0,0,0,1,21655.0,0,0,0,23920,0,0,24670,21660,0,2,,10,1860,8,1,0
325,17000332,319.16033477,76,112,78.0,0,1.5,0,0,2,25303.333333,0,0,0,38730,0,1820,41770,37960,0,1,,9,1030,1,3,0
326,17000333,369.67502505,33,211,62.0,0,2.0,3,3,3,29563.0,0,0,0,0,0,0,61170,59130,57380,1,,2,470,3,4,3
327,17000334,510.58232945,61,111,33.0,0,1.5,2,2,2,54801.333333,0,0,0,0,0,0,102050,82200,98500,1,2.0,9,1360,7,3,2
328,17000335,192.08263533,75,120,74.0,0,1.5,0,0,2,20542.0,0,0,0,31610,0,0,32600,30810,0,1,4.0,0,540,0,3,0
329,17000336,466.87871191,63,111,45.0,0,1.0,1,1,1,34723.0,0,0,0,0,0,340,36310,34720,34720,2,,9,360,7,1,1
330,17000337,520.11894589,63,111,22.0,0,1.5,2,2,2,41606.0,0,0,0,0,0,120,16160,62410,15490,1,,10,3840,8,5,2
331,17000338,544.40329643,58,111,43.0,0,1.0,1,1,1,23217.0,0,0,0,0,0,60,24380,23220,23470,1,2.0,9,540,7,1,1
332,17000339,590.00475741,38,111,75.0,0,1.8,0,0,3,10547.777778,0,0,0,0,0,90,18500,18990,17780,1,4.0,8,340,7,4,0
333,17000340,881.71244565,51,112,45.0,0,1.5,1,1,2,25886.666667,0,0,0,0,0,0,40420,38830,39010,1,,6,370,0,3,1
334,17000341,368.50004274,48,111,64.0,0,1.5,2,1,2,28733.152267,0,0,0,2260,0,0,45030,43100,20150,1,,8,890,6,3,2
335,17000342,521.63750034,94,111,75.0,0,1.5,0,0,2,28514.666667,0,0,0,44900,0,0,46310,42770,0,1,,8,1560,6,3,0
336,17000343,473.10085904,66,111,75.0,0,1.0,0,0,1,22896.0,0,0,0,21440,0,40,22450,22900,0,2,,8,0,6,1,0
337,17000344,444.43381067,45,120,68.0,0,1.3,1,0,2,11211.538462,0,2220,0,0,0,480,6130,14580,300,2,,0,20,0,2,1
338,17000345,514.54400788,66,111,75.0,0,1.0,0,0,1,25651.0,0,0,0,30190,0,0,31130,25650,0,1,,9,1790,7,1,0
339,17000346,229.94510181,59,120,65.0,0,3.0,2,2,5,14741.0,4200,0,0,17150,0,0,38030,44220,17600,1,,0,480,3,5,2
340,17000347,287.33078576,35,300,69.0,0,1.5,2,2,2,26117.713333,0,0,0,0,0,0,42600,39180,41120,1,1.0,0,480,0,3,2
341,17000348,480.21858459,38,120,13.0,0,2.1,2,2,4,17901.904762,0,0,0,0,0,5230,32520,37590,13410,1,,0,250,0,4,2
342,17000349,434.96629078,40,111,77.0,0,1.3,0,0,2,11476.923077,0,9070,0,0,0,0,0,14920,0,2,4.0,7,0,6,2,0
343,17000350,791.62186459,80,111,75.0,0,1.0,0,0,1,20290.0,0,0,0,20670,0,0,21320,20290,0,2,,6,250,4,1,0
344,17000351,628.62426656,26,112,63.0,0,1.8,2,1,3,18255.555556,0,0,0,0,0,20,31950,32860,21640,1,,7,310,0,4,2
345,17000352,259.05083992,59,112,69.0,0,1.0,1,1,1,22920.0,0,0,0,0,0,0,26050,22920,25140,2,3.0,8,600,2,1,1
346,17000353,452.01573251,75,211,74.0,0,1.0,0,0,1,29859.0,0,0,0,28140,0,10,29030,29860,0,1,,3,750,3,1,0
347,17000354,216.17423106,53,112,63.0,1800,2.0,3,2,3,19918.5,0,0,0,0,0,0,39440,39840,40770,1,3.0,8,900,2,4,3
348,17000355,411.88751203,45,221,22.0,0,1.5,2,2,2,32162.0,0,0,0,8940,0,0,70370,48240,20080,1,4.0,1,460,1,3,2
349,17000356,612.59009749,29,111,38.0,0,1.0,1,1,1,26366.0,0,0,0,0,0,0,29870,26370,28830,1,4.0,9,730,7,1,1
350,17000357,535.91955846,26,111,68.0,0,1.5,2,1,2,22654.666667,0,0,0,0,0,0,35900,33980,34650,1,,9,670,7,3,2
351,17000358,381.75984605,71,111,75.0,0,1.0,0,0,1,17203.0,0,0,0,17680,0,0,18230,17200,0,1,2.0,8,470,7,1,0
352,17000359,192.99415057,68,112,68.0,0,1.5,1,1,2,16301.333333,0,0,0,20350,0,10,25380,24450,0,1,,6,700,0,3,1
353,17000360,438.52410821,63,111,75.0,0,1.0,0,0,1,26802.0,0,0,0,27770,0,130,28770,26800,0,2,,8,640,7,1,0
354,17000361,437.27383845,54,111,77.0,0,1.5,1,1,2,9318.0,9720,0,0,0,0,0,0,13980,0,2,,4,0,3,2,1
355,17000362,474.19154431,52,120,43.0,0,1.0,1,1,1,20169.0,0,0,0,0,0,90,22170,20170,21310,1,,0,370,0,1,1
356,17000363,657.28685622,43,111,52.0,0,1.6,1,1,3,17546.25,0,0,0,0,0,0,20720,28070,20000,2,4.0,6,60,5,2,1
357,17000365,430.45474319,29,120,77.0,400,1.6,0,0,3,9851.25,0,5580,0,0,0,0,670,15760,650,2,3.0,0,0,2,2,0
358,17000366,517.09468103,66,111,78.0,0,1.0,0,0,1,14100.0,0,0,0,13550,0,0,13630,14100,0,1,,9,0,7,1,0
359,17000367,534.89244057,90,111,72.0,0,1.0,0,0,1,11901.0,0,0,3020,5630,0,0,5670,11900,0,2,,9,0,7,1,0
360,17000368,303.43135892,52,112,22.0,0,1.5,2,1,2,41696.666667,0,0,0,0,0,150,66920,62550,54880,1,,9,1440,1,3,2
361,17000369,516.06758982,73,111,77.0,0,1.0,0,0,1,26989.0,0,0,0,28070,0,1180,30130,26990,0,2,,9,1990,7,1,0
362,17000370,431.54059279,30,112,38.0,0,1.5,2,2,2,34357.333333,0,0,0,0,0,0,53580,51540,51710,1,,8,790,0,3,2
363,17000371,215.74855669,46,111,62.0,0,2.0,2,2,3,22237.0,0,0,0,0,0,450,46820,44470,36340,1,,7,1080,6,4,2
364,17000372,291.60881631,61,112,12.0,0,1.0,1,1,1,6422.0,0,670,0,0,0,790,3670,6420,0,1,,7,0,0,1,1
365,17000373,514.05660577,68,112,71.0,0,1.5,0,0,2,23236.666667,0,0,0,29390,0,2240,36400,34860,0,1,,9,140,0,5,0
366,17000374,458.74976505,45,112,54.0,0,1.0,1,0,1,10905.0,0,0,0,0,0,0,11020,10910,2510,2,,9,450,1,1,1
367,17000375,329.59198623,44,111,46.0,0,1.5,1,1,2,17590.0,0,0,0,0,0,0,24390,26390,20300,2,,5,290,4,2,1
368,17000376,550.83463072,73,400,74.0,0,1.0,0,0,1,41317.0,0,0,0,49220,0,160,51640,41320,0,1,,0,790,0,1,0
369,17000377,675.77735415,51,111,37.0,0,1.0,1,1,1,46848.0,0,0,0,0,0,0,59150,46850,67330,1,,9,1550,7,1,1
