"","X","aba","agepr","aise","ancons","depenses_combustibles_liquides","depenses_combustibles_solides","depenses_electricite","depenses_gaz_liquefie","depenses_gaz_ville","depenses_tot","dip14pr","htl","ident_men","identifiant_menage","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_04_5_0_0","poste_04_5_5_1","poste_04_5_5_2","revtot","stalog","surfhab_d","zeat","fioul","gaz_ville","electricite","strate","rural","petite_ville","moyenne_ville","grande_ville","paris","bat_av_49","bat_49_74","bat_ap_74","log_indiv","log_colec","ouest_sud","est_nord","aides_logement","depenses_energies","part_energies_depenses_tot","part_energies_revtot","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_1","donation_class_2","donation_class_3","donation_class_4","froid_cout","froid_impaye","froid_installation","froid_isolation","froid","gchauf_2","gchauf_6","gchauf_7","gchaufs_1","gchaufs_2","gchaufs_3","gchaufs_4","gchaufs_5","isolation_fenetres","isolation_murs","isolation_toit","majorite_double_vitrage"
"7330",7376,NA,58,2,7,0,0,1481.00593076638,0,0,43254.28,31,2,4050,201707376,1,4,0,2,1.5,2724.1497851,0,0,0,37365,3,85,1,0,0,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,1481.00593076638,0.0342395233666214,0.0396361817413725,24910,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"7421",7467,2,67,3,6,0,0,1840.67879966679,0,0,36796.6,70,1,4159,201707467,0,6,0,2,1.5,2349.5297593,0,0,0,39611,1,130,1,0,0,1,4,0,0,0,0,1,0,0,1,1,0,0,1,0,1840.67879966679,0.0500230673395583,0.0464688798481935,26407.3333333333,7,4,"7","7_1","7_4","7_0_0",0,0,1,0,1,2,2,2,1,2,2,2,2,2,2,1,1
"7535",7582,2,71,3,1,0,0,273.986097191781,0,134.471195906925,24112.096679152,33,1,4300,201707582,0,2,0,1,1,2344.5901495,0,0,0,27230,1,40,1,0,1,1,4,0,0,0,0,1,1,0,0,1,0,0,1,0,408.457293098706,0.0169399326211175,0.0150002678332246,27230,7,4,"7","7_1","7_4","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"7539",7586,NA,38,2,5,0,0,707.709262630508,0,1120.59329922437,38916.05,31,2,4309,201707586,2,3,2,4,2.1,2170.4065797,0,0,0,50747,3,75,1,0,1,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,1828.30256185488,0.0469806817972246,0.0360277959653749,24165.2380952381,7,4,"7","7_0","7_4","7_0_0",0,0,1,0,1,2,2,2,1,2,2,2,2,2,1,0,1
"7544",7591,NA,33,2,6,0,0,444.301779229915,0,0,40229.7,30,2,4314,201707591,2,3,2,4,2.1,2926.351684,0,0,0,51740,3,70,1,0,0,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,444.301779229915,0.0110441236009693,0.00858720099014139,24638.0952380952,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"7877",7925,NA,71,3,1,0,0,232.729503406146,0,1176.62296418559,14529.56,70,2,4737,201707925,0,3,0,1,1,3898.7729506,0,0,0,26525,3,60,1,0,1,1,4,0,0,0,0,1,1,0,0,0,1,0,1,0,1409.35246759174,0.096998977779901,0.0531329865256075,26525,7,4,"7","7_0","7_4","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"7904",7952,2,49,3,8,0,0,373.425066828953,0,1092.57846674376,42986.24,30,2,4771,201707952,1,3,1,2,1.5,3320.8216681,0,0,0,38124,1,56,1,0,1,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,1466.00353357272,0.0341040187179134,0.0384535603182435,25416,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"7919",7967,2,26,3,7,0,0,436.583569313243,0,794.635190914775,51435.16,30,2,4792,201707967,2,3,0,2,1.5,4353.9864796,0,0,0,40445,2,72,1,0,1,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,1231.21876022802,0.0239372981483487,0.0304418039369024,26963.3333333333,7,4,"7","7_0","7_4","7_0_0",1,0,0,1,1,2,2,2,1,1,2,2,2,2,2,1,1
"8001",8050,NA,53,2,2,0,0,476.037620603481,0,252.133492325484,15478.77703805,60,8,4914,201708050,1,1,0,1,1,2554.6196578,0,0,0,25589,3,30,1,0,1,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,728.171112928965,0.0470431941192105,0.0284564114630882,25589,7,4,"7","7_0","7_4","7_0_1",0,0,1,0,1,2,2,2,1,2,2,2,2,1,2,0,1
"8030",8079,NA,52,3,1,0,0,691.760768158047,0,652.79628463233,23633.14330707,71,2,4956,201708079,2,3,1,3,2,2533.5502468,0,0,0,54529,3,62,1,0,1,1,4,0,0,0,0,1,1,0,0,0,1,0,1,0,1344.55705279038,0.0568928574299359,0.024657651025883,27264.5,7,4,"7","7_0","7_4","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
"8046",8095,2,70,2,6,0,0,624.138213680119,0,1435.76016463123,14695.66031599,31,1,4976,201708095,0,4,0,1,1,2157.3012685,0,0,0,24152,1,128,1,0,1,1,4,0,0,0,0,1,0,0,1,1,0,0,1,0,2059.89837831135,0.140170522046568,0.0852889358360114,24152,7,4,"7","7_1","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1
"8079",8128,2,68,2,1,777.448771542224,0,379.772235103666,49.0259568410663,0,41346.6,70,1,5014,201708128,0,3,0,1,1,3262.3944658,0,0,0,25833,1,120,1,1,0,1,4,0,0,0,0,1,1,0,0,1,0,0,1,0,1206.24696348696,0.0291740303552639,0.0466940333483125,25833,7,4,"7","7_1","7_4","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
"8189",8239,NA,46,2,4,0,0,423.144551647538,0,1680.88994883656,49782.74353213,50,2,5151,201708239,3,4,2,3,2,2200.6360644,0,0,0,51057,3,68,1,0,1,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,2104.0345004841,0.0422643340081517,0.0412095207412127,25528.5,7,4,"7","7_0","7_4","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
"8201",8251,2,32,2,99,0,0,347.484881698295,0,632.464743789311,17558.02,33,2,5165,201708251,1,2,0,1,1,3222.9054916,0,0,0,23995,2,35,1,0,1,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,979.949625487606,0.0558120804901467,0.0408397426750409,23995,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"8207",8257,NA,21,2,1,0,0,0,0,0,24934.56,41,2,5173,201708257,0,2,0,2,1.5,3157.9483373,0,0,0,36014,5,45,1,0,0,0,4,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,24009.3333333333,7,4,"7","7_0","7_4","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2
"8354",8404,2,74,2,1,0,0,634.716827471308,0,0,37540.86,41,8,536,201708404,0,4,0,1,1,3590.1469846,0,0,0,24770,1,97,1,0,0,1,4,0,0,0,0,1,1,0,0,0,1,0,1,0,634.716827471308,0.0169073598066562,0.0256244177420794,24770,7,4,"7","7_0","7_4","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"8489",8539,2,69,3,6,0,0,1481.00593076638,0,0,59696.78,60,2,5524,201708539,0,3,0,2,1.5,2491.0220084,0,0,0,38831,1,65,1,0,0,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,1481.00593076638,0.0248088076235667,0.0381397834401994,25887.3333333333,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"8540",8590,2,84,3,1,0,0,341.689225455387,0,1446.96609762347,18513.590875302,50,1,5590,201708590,0,4,0,2,1.5,1761.4001836,0,0,0,36195,1,70,1,0,1,1,4,0,0,0,0,1,1,0,0,1,0,0,1,0,1788.65532307886,0.0966130954889475,0.0494171936200817,24130,7,4,"7","7_1","7_4","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
"8569",8620,NA,54,3,5,0,0,327.937027526842,0,140.074162403047,42863.46,31,2,5627,201708620,2,4,2,3,2,3207.1669863,0,0,0,48036,3,90,1,0,1,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,468.011189929889,0.0109186516891051,0.00974292592909253,24018,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"8611",8662,2,70,3,5,0,0,1227.11919977786,0,1238.25559564293,30597.48,42,1,5678,201708662,0,5,0,2,1.5,2313.3277671,0,0,0,38310,1,90,1,0,1,1,4,0,0,0,0,1,0,0,1,1,0,0,1,0,2465.37479542079,0.0805744393139825,0.0643532966698197,25540,7,4,"7","7_1","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1
"8628",8679,2,91,3,1,0,0,2782.17542708257,0,864.257582026798,16614.24,70,1,5694,201708679,0,2,0,1,1,3225.7759273,0,0,0,27010,1,45,1,0,1,1,4,0,0,0,0,1,1,0,0,1,0,0,1,0,3646.43300910936,0.219476365401569,0.135003073273209,27010,7,4,"7","7_1","7_4","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
"8669",8720,NA,38,2,7,0,0,311.011245460941,0,479.053635418419,37372.24,20,2,5741,201708720,2,4,0,2,1.5,3562.9493233,0,0,0,38488,3,81,1,0,1,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,790.06488087936,0.0211404208278487,0.0205275639388734,25658.6666666667,7,4,"7","7_0","7_4","7_0_0",0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,0,1
"8711",8763,2,83,3,5,0,0,423.144551647538,0,1680.88994883656,26448.16,70,1,5797,201708763,0,4,0,1,1,2628.1603501,0,0,0,26385,1,103,1,0,1,1,4,0,0,0,0,1,0,0,1,1,0,0,1,0,2104.0345004841,0.0795531522980842,0.0797435853888231,26385,7,4,"7","7_1","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"8726",8778,2,33,1,6,0,0,454.880393021104,0,1162.61554794529,30630.28,20,2,5812,201708778,1,3,2,3,1.6,1105.3967539,0,0,0,38566,2,70,1,0,1,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,1617.49594096639,0.052807089617411,0.041940982755961,24103.75,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
"9099",9153,NA,77,3,1,0,0,222.150889614958,0,0,8079.867533756,70,8,6277,201709153,1,2,0,1,1,4170.0894876,0,0,0,24875,3,36,1,0,0,1,4,0,0,0,0,1,1,0,0,0,1,0,1,0,222.150889614958,0.027494372734065,0.00893068902974704,24875,7,4,"7","7_0","7_4","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"9140",9194,NA,30,4,9,0,0,296.201186153277,0,0,28986.628161188,42,2,6328,201709194,1,2,0,1,1,2707.052036,0,0,0,26551,3,51,1,0,0,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,296.201186153277,0.0102185457551727,0.0111559333416172,26551,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"9149",9203,2,48,2,5,0,0,2337.87364785265,0,0,39009.52656017,33,1,634,201709203,2,6,2,4,2.5,2051.8158289,0,0,0,61360,2,90,1,0,0,1,4,0,0,0,0,1,0,0,1,1,0,0,1,0,2337.87364785265,0.059930838797713,0.0381009395021618,24544,7,4,"7","7_1","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"9241",9299,2,76,2,5,0,0,308.895522702703,0,0,31192.08629662,31,2,6463,201709299,0,2,0,1,1,4667.6709662,0,0,0,25926,1,66,1,0,0,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,308.895522702703,0.00990300936478799,0.0119145075485113,25926,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"9292",9350,NA,61,8,98,0,0,929.230840905027,0,2753.95934106796,52563.97412656,12,1,6526,201709350,1,98,1,3,2,1987.2737759,0,0,0,50160,1,228,1,0,1,1,4,0,0,0,0,1,0,0,1,1,0,0,1,0,3683.19018197299,0.070070618578132,0.0734288313790468,25080,7,4,"7","7_1","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
"9428",9487,2,51,5,1,0,0,513.06276887264,0,1372.72679154986,49024.26006329,60,1,6696,201709487,2,3,1,3,2,3717.1729968,0,0,0,49480,2,55,1,0,1,1,4,0,0,0,0,1,1,0,0,1,0,0,1,0,1885.7895604225,0.0384664563623797,0.038112157647989,24740,7,4,"7","7_1","7_4","7_1_0",1,0,1,1,1,2,2,2,2,1,2,2,2,1,3,0,1
"9478",9537,NA,32,4,1,0,0,313.169282674343,0,1100.98291648795,38762.32801816,30,2,6753,201709537,1,2,0,1,1,4511.6141207,0,0,0,25591,3,40,1,0,1,1,4,0,0,0,0,1,1,0,0,0,1,0,1,0,1414.15219916229,0.0364826436250105,0.0552597475347696,25591,7,4,"7","7_0","7_4","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
"9618",9679,2,34,3,9,0,0,1827.98446311737,0,0,55610.9,41,2,6948,201709679,2,4,3,5,2.4,1129.1761854,0,0,0,61389,2,75,1,0,0,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,1827.98446311737,0.0328709742715433,0.0297770685809732,25578.75,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"9763",9825,2,77,2,4,0,0,2052.25107549056,0,0,35957.87349975,31,1,7138,201709825,0,5,0,2,1.5,1838.773488,0,0,0,36487,1,92,1,0,0,1,4,0,0,0,0,1,0,1,0,1,0,0,1,0,2052.25107549056,0.0570737609248453,0.0562460897166268,24324.6666666667,7,4,"7","7_1","7_4","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"10026",10089,2,87,3,4,0,0,2972.59047532396,0,0,34020.28,70,1,7465,201710089,0,3,0,2,1.5,2927.6585806,0,0,0,40650,1,75,1,0,0,1,4,0,0,0,0,1,0,1,0,1,0,0,1,0,2972.59047532396,0.0873770138083507,0.0731264569575389,27100,7,4,"7","7_1","7_4","7_0_1",0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,5,1
"10038",10101,NA,38,2,99,0,0,317.358413735654,0,350.185406007617,32197.08,42,8,7481,201710101,1,2,0,1,1,2501.3625106,0,0,0,24792,3,42,1,0,1,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,667.54381974327,0.0207330546665496,0.0269257752397253,24792,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"10212",10275,2,62,3,3,0,965.003239149841,740.502965383192,0,140.074162403047,33577.53536888,30,1,770,201710275,0,4,0,1,1,3185.6849732,0,0,0,25050,1,160,1,0,1,1,4,0,0,0,0,1,0,1,0,1,0,0,1,0,1845.58036693608,0.0549647359956795,0.0736758629515401,25050,7,4,"7","7_1","7_4","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"10218",10281,NA,49,3,5,0,0,380.830096482785,0,0,23712.96,50,2,7706,201710281,2,4,1,3,1.8,3459.7038802,0,0,0,47112,3,85,1,0,0,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,380.830096482785,0.0160599982660446,0.00808350518939516,26173.3333333333,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"10249",10312,NA,32,3,9,0,0,271.870374433543,128.868229410803,0,25401.4,33,2,7757,201710312,2,3,2,4,2.1,1533.5866515,0,0,0,54810,3,65,1,0,0,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,400.738603844346,0.0157762408309915,0.00731141404569141,26100,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"10263",10326,NA,50,3,7,0,0,846.289103295077,0,0,29344.73090909,31,2,7776,201710326,2,2,0,2,1.5,2879.9541109,0,0,0,36610,3,45,1,0,0,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,846.289103295077,0.0288395591670914,0.0231163371563801,24406.6666666667,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"10411",10475,NA,38,3,99,0,0,534.592125689685,0,973.022682752786,32293.1,33,2,7981,201710475,1,3,0,1,1,5130.169017,0,0,0,25966,3,53,1,0,1,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,1507.61480844247,0.0466853540986301,0.0580611110083367,25966,7,4,"7","7_0","7_4","7_0_0",0,0,0,0,1,2,1,2,2,1,2,2,2,2,1,0,2
"10476",10540,NA,46,2,1,0,0,1375.2197928545,0,0,17175.94,30,2,8066,201710540,1,1,0,1,1,3176.9948823,0,0,0,24087,3,30,1,0,0,1,4,0,0,0,0,1,1,0,0,0,1,0,1,0,1375.2197928545,0.0800666393137435,0.0570938594617221,24087,7,4,"7","7_0","7_4","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"10566",10630,NA,32,3,99,0,0,782.817420547946,0,288.552774550276,11007.2,60,2,8178,201710630,1,4,1,2,1.5,3874.2081424,0,0,0,36724,3,85,1,0,1,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,1071.37019509822,0.0973335812103189,0.0291735702836897,24482.6666666667,7,4,"7","7_0","7_4","7_0_0",0,0,1,0,1,2,2,2,2,1,2,2,2,1,3,0,2
"10645",10709,2,46,2,4,0,0,2383.36168715476,0,0,29090.96,31,1,8260,201710709,2,4,2,4,2.3,3491.2288694,0,0,0,61410,1,120,1,0,0,1,4,0,0,0,0,1,0,1,0,1,0,0,1,0,2383.36168715476,0.0819279146220943,0.0388106446369445,26700,7,4,"7","7_1","7_4","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
"10676",10740,NA,37,3,4,0,0,835.710489503889,0,0,30497.98,50,2,8300,201710740,2,3,1,3,1.8,5016.7053033,0,0,0,49086,3,50,1,0,0,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,835.710489503889,0.0274021587496578,0.0170254347370714,27270,7,4,"7","7_0","7_4","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
"11186",11253,2,54,3,1,0,0,784.933143306184,0,0,72377.3116935,12,1,8940,201711253,2,3,2,4,2.5,2803.7546056,0,0,0,62426,2,140,1,0,0,1,4,0,0,0,0,1,1,0,0,1,0,0,1,0,784.933143306184,0.0108450165520126,0.0125738176930475,24970.4,7,4,"7","7_1","7_4","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"11188",11255,NA,25,2,2,0,0,825.1318757127,0,0,31697.29505288,20,2,8942,201711255,1,1,0,1,1,5121.401234,0,0,0,25164,3,25,1,0,0,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,825.1318757127,0.0260316179767437,0.0327901715034454,25164,7,4,"7","7_0","7_4","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
"11401",11469,NA,82,1,4,0,0,233.787364785265,0,0,22309.2311913,60,2,922,201711469,0,4,0,1,1,2996.8389851,0,0,0,24306,3,70,1,0,0,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,233.787364785265,0.0104794003334564,0.00961850426994425,24306,7,4,"7","7_0","7_4","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"11460",11529,2,40,3,9,0,0,414.681660614588,0,631.73447243774,65133.88,50,1,9295,201711529,2,4,0,2,1.5,2558.308349,0,0,0,39191,2,80,1,0,1,1,4,0,0,0,0,1,0,0,1,1,0,0,1,0,1046.41613305233,0.016065619506351,0.026700419306788,26127.3333333333,7,4,"7","7_1","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"11565",11636,2,49,2,8,0,0,1904.15048241392,0,2801.48324806093,60821.3,50,1,944,201711636,2,6,2,4,2.5,2561.7444277,0,0,0,67335,1,120,1,0,1,1,4,0,0,0,0,1,0,0,1,1,0,0,1,0,4705.63373047486,0.0773681873040342,0.0698839196625062,26934,7,4,"7","7_1","7_4","7_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
"11599",11670,2,66,2,4,0,132.131212745132,2624.55408159386,43.4229903449445,0,50004.02,50,1,9484,201711670,0,6,0,2,1.5,1696.0015646,0,0,0,37812,1,120,1,0,0,1,4,0,0,0,0,1,0,1,0,1,0,0,1,0,2800.10828468393,0.0559976634815348,0.0740534297229433,25208,7,4,"7","7_1","7_4","7_0_1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
"11793",11865,NA,36,5,1,0,0,253.886730988523,0,0,14474.20449358,42,2,9727,201711865,1,1,0,1,1,6256.2702419,0,0,0,26313,3,14,1,0,0,1,4,0,0,0,0,1,1,0,0,0,1,0,1,0,253.886730988523,0.0175406345199236,0.0096487185417293,26313,7,4,"7","7_0","7_4","7_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
"11852",11924,NA,62,3,99,0,0,398.813739927805,0,1540.81578643351,31069.52,42,2,9792,201711924,0,3,0,1,1,4206.0435788,0,0,0,26213,3,70,1,0,1,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,1939.62952636132,0.0624286930200826,0.0739949462618288,26213,7,4,"7","7_0","7_4","7_0_0",1,0,0,1,1,2,2,2,1,1,2,2,2,2,2,1,1
"118",117,NA,42,2,9,0,0,641.510550827622,0,1167.62721930334,83972.7311913,31,1,10144,201700117,2,5,1,3,1.8,2671.965349,0,0,0,49785,3,135,4,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1809.13777013096,0.0215443483195697,0.0363390131592039,27658.3333333333,8,4,"8","8_1","8_0","8_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
"150",149,2,77,2,1,1014.7514489025,0,380.830096482785,35.0185406007617,0,19995.76,71,1,10190,201700149,0,5,0,1,1,3667.1590139,0,0,0,29200,1,200,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1430.60008598604,0.0715451718757398,0.048993153629659,29200,8,4,"8","8_1","8_0","8_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2
"217",217,2,64,3,7,0,44.538611037685,1621.00809481409,168.088994883656,2434.41492543625,40149.5411348,41,1,10279,201700217,0,3,0,2,1.5,3116.5569625,0,0,0,45581,1,60,9,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,4268.05062617168,0.10630384571126,0.0936366167080951,30387.3333333333,8,4,"8","8_1","8_0","8_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
"284",284,2,60,4,7,0,0,634.716827471308,0,1680.88994883656,22657.12,30,1,10361,201700284,3,4,0,3,2,3341.617621,0,0,0,58110,1,120,4,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2315.60677630787,0.102202167632421,0.0398486796817737,29055,8,4,"8","8_1","8_0","8_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"351",351,2,66,3,9,452.005099733851,37.1155091980708,563.840115070345,78.4415309457061,0,30919.12,70,1,1045,201700351,0,4,0,2,1.5,1677.1174024,0,0,0,43948,1,130,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1131.40225494797,0.0365923174704834,0.0257441124726489,29298.6666666667,8,4,"8","8_1","8_0","8_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"490",491,2,52,2,1,1695.01912400194,0,1026.12553774528,0,0,26673.38,33,1,10624,201700491,2,6,2,4,2.5,2856.7713582,0,0,0,71296,1,150,7,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2721.14466174722,0.102017241974854,0.0381668629621188,28518.4,8,4,"8","8_1","8_0","8_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
"516",518,2,69,3,1,0,1558.85138631897,783.347391451808,0,655.612974226576,29901.01029915,33,1,1066,201700518,0,4,0,2,1.5,1592.4023187,0,0,0,43577,1,70,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2997.81175199736,0.100257874968278,0.0687934403928072,29051.3333333333,8,4,"8","8_1","8_0","8_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"533",535,2,44,1,1,0,148.462036792283,528.930689559423,112.059329922437,0,23572.0708753,50,1,10679,201700535,1,5,0,1,1,2393.4239533,0,0,0,31208,1,162,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,789.452056274144,0.0334909928130825,0.0252964642487229,31208,8,4,"8","8_1","8_0","8_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
"584",586,2,48,2,5,0,0,2279.69127200111,28.0148324806093,0,64455.16,33,1,10748,201700586,2,5,0,2,1.5,1962.6729503,0,0,0,43108,2,100,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2307.70610448172,0.035803279434598,0.0535331285256037,28738.6666666667,8,4,"8","8_1","8_0","8_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
"614",616,2,66,3,6,0,0,1910.49765068864,0,0,48155.26,30,1,10787,201700616,0,3,0,2,1.5,2365.4223734,0,0,0,43920,1,70,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1910.49765068864,0.0396737064795961,0.0434994911358979,29280,8,4,"8","8_1","8_0","8_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
"699",701,2,61,2,1,0,0,630.485381954832,0,1589.84174327458,35429.68,50,1,10890,201700701,2,4,0,2,1.5,1422.2492456,0,0,0,46646,1,95,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2220.32712522941,0.0626685627764465,0.0475995181843976,31097.3333333333,8,4,"8","8_1","8_0","8_1_0",1,0,0,0,1,2,2,2,2,1,2,2,2,2,2,3,1
"730",732,2,60,2,6,0,445.38611037685,1586.79206867827,84.044497441828,0,25121.42,41,1,10931,201700732,2,7,0,2,1.5,2326.4174201,0,0,0,45149,2,160,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2116.22267649695,0.0842397713384413,0.0468719722806031,30099.3333333333,8,4,"8","8_1","8_0","8_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"773",775,2,54,1,6,0,0,1157.30034875602,0,0,29006.28,50,1,10985,201700775,2,4,0,2,1.5,1950.2991744,0,0,0,42745,1,87,5,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1157.30034875602,0.0398982685389515,0.0270745197977779,28496.6666666667,8,4,"8","8_1","8_0","8_0_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
"779",781,2,34,2,1,904.010199467702,178.15444415074,1311.74811010737,64.4341147054014,0,41007.08,31,1,10996,201700781,2,5,2,4,2.1,2140.0383751,0,0,0,57502,2,135,5,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2458.34686843121,0.0599493274925016,0.0427523715424022,27381.9047619048,8,4,"8","8_1","8_0","8_1_0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1
